"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_1148","","hypothetical protein","103","128","102","269","50.24390243902439","67.75818639798489","2.1221660539215685","2.1028964050017634e-05","0.09338962934612831","0.00022130243920883485","25","14","19","0.01463329792022705","0.6900379657745361"
"group_1019","","hypothetical protein","117","153","88","244","57.073170731707314","61.46095717884131","2.120320855614973","2.119013218775131e-05","0.09410537704580357","0.0002224713405338146","28","15","17","0.34492845088243484","0.8505540192127228"
"group_236","","hypothetical protein","67","202","138","195","32.6829268292683","49.1183879093199","0.4686827378390013","2.163033288910563e-05","0.0960603083605181","0.00022655733103895778","26","15","14","0.557197093963623","0.8450189828872681"
"group_462","","hypothetical protein","104","130","101","267","50.73170731707317","67.2544080604534","2.114851485148515","2.208959197828952e-05","0.09809987797558375","0.0002308232422954912","32","14","23","0.020061607006937265","0.5966148958541453"
"group_1195","","hypothetical protein","96","116","109","281","46.82926829268293","70.7808564231738","2.133502056311294","2.260151451539539e-05","0.10037332596287092","0.00023561813606307727","24","12","16","0.15158963203430176","1.0"
"group_1396","","hypothetical protein","61","59","144","338","29.756097560975608","85.13853904282117","2.4267890772128062","2.3816970112397996e-05","0.1057711642691595","0.00024770764465845314","33","16","23","0.03508203336969018","1.0"
"ble","ble","Bleomycin resistance protein","16","4","189","393","7.804878048780488","98.99244332493703","8.317460317460318","2.4991801169055924e-05","0.11098858899177735","0.00025871465965449265","6","4","2","0.6875","0.6875"
"group_716","","hypothetical protein","16","4","189","393","7.804878048780488","98.99244332493703","8.317460317460318","2.4991801169055924e-05","0.11098858899177735","0.00025871465965449265","6","4","2","0.6875","0.6875"
"group_1381","","hypothetical protein","65","65","140","332","31.70731707317073","83.6272040302267","2.3714285714285714","2.540860661065956e-05","0.1128396219579391","0.00026180886765183085","37","18","24","0.09887174959294498","1.0"
"group_682","","hypothetical protein","65","65","140","332","31.70731707317073","83.6272040302267","2.3714285714285714","2.540860661065956e-05","0.1128396219579391","0.00026180886765183085","37","18","24","0.09887174959294498","1.0"
"rlmH","rlmH","Ribosomal RNA large subunit methyltransferase H","175","278","30","119","85.36585365853658","29.974811083123427","2.4970023980815346","2.6249155279014133e-05","0.11657249859410176","0.0002698437467456059","18","14","9","0.0308837890625","1.0"
"group_2270","","hypothetical protein","93","111","112","286","45.36585365853659","72.04030226700252","2.1394787644787643","2.7298629902123027e-05","0.12123321539532836","0.0002796194362814","9","4","8","0.0390625","1.0"
"group_2427","","hypothetical protein","159","241","46","156","77.5609756097561","39.29471032745592","2.2374165614288293","2.7326015614980323e-05","0.1213548353461276","0.0002796194362814","7","7","2","0.015625","0.453125"
"group_1592","","hypothetical protein","190","317","15","80","92.6829268292683","20.151133501259448","3.196635120925342","2.9147152366620362e-05","0.12944250366016102","0.0002939243248724014","13","12","6","0.00341796875","1.0"
"group_1138","","hypothetical protein","158","239","47","158","77.07317073170732","39.79848866498741","2.222380486067836","2.916821354628828e-05","0.12953603635906624","0.0002939243248724014","13","9","9","0.266845703125","0.266845703125"
"group_948","","hypothetical protein","6","51","199","346","2.9268292682926833","87.1536523929471","0.2045521726278451","2.9358385760375533e-05","0.13038059116182774","0.0002939243248724014","4","3","3","0.625","0.625"
"group_2095","","hypothetical protein","6","51","199","346","2.9268292682926833","87.1536523929471","0.2045521726278451","2.9358385760375533e-05","0.13038059116182774","0.0002939243248724014","1","1","1","1.0","1.0"
"group_1008","","hypothetical protein","6","51","199","346","2.9268292682926833","87.1536523929471","0.2045521726278451","2.9358385760375533e-05","0.13038059116182774","0.0002939243248724014","1","1","1","1.0","1.0"
"group_941","","IS30 family transposase IS1252","6","51","199","346","2.9268292682926833","87.1536523929471","0.2045521726278451","2.9358385760375533e-05","0.13038059116182774","0.0002939243248724014","1","1","1","1.0","1.0"
"group_744","dinG_2","3'-5' exonuclease DinG","6","51","199","346","2.9268292682926833","87.1536523929471","0.2045521726278451","2.9358385760375533e-05","0.13038059116182774","0.0002939243248724014","1","1","1","1.0","1.0"
"group_1909","","hypothetical protein","102","127","103","270","49.75609756097561","68.01007556675063","2.1053436281629843","2.9436520354648124e-05","0.1307275868949923","0.0002939243248724014","33","14","25","0.004551384132355452","0.48685024166479707"
"group_2375","","IS1182 family transposase ISSau3","6","52","199","345","2.9268292682926833","86.90176322418137","0.20003865481252417","2.952137365749031e-05","0.13110442041291445","0.0002939243248724014","2","1","2","0.5","1.0"
"group_1782","","IS1182 family transposase ISSau3","6","52","199","345","2.9268292682926833","86.90176322418137","0.20003865481252417","2.952137365749031e-05","0.13110442041291445","0.0002939243248724014","2","1","2","0.5","1.0"
"group_1600","","hypothetical protein","6","52","199","345","2.9268292682926833","86.90176322418137","0.20003865481252417","2.952137365749031e-05","0.13110442041291445","0.0002939243248724014","2","1","2","0.5","1.0"
"group_1838","","hypothetical protein","15","79","190","318","7.317073170731707","80.10075566750629","0.31778814123917387","2.9584366858356993e-05","0.13138417321796342","0.0002939243248724014","17","9","10","0.629058837890625","1.0"
"xerC_5~~~xerC_4~~~xerC_2","xerC_5;xerC_4;xerC_2","Tyrosine recombinase XerC","15","79","190","318","7.317073170731707","80.10075566750629","0.31778814123917387","2.9584366858356993e-05","0.13138417321796342","0.0002939243248724014","17","9","10","0.629058837890625","1.0"
"group_657","","IS6 family transposase IS431R;IS6 family transposase IS431mec","152","349","53","48","74.14634146341463","12.090680100755668","0.39444234200140565","3.0233299682360294e-05","0.13426608388936206","0.00029877726547574974","43","23","23","0.7607916425613439","0.7607916425613439"
"group_929","","IS30 family transposase IS1252","101","126","104","271","49.26829268292683","68.26196473551637","2.088751526251526","3.0321033798033894e-05","0.13465571109706853","0.00029877726547574974","15","11","8","0.11846923828124999","1.0"
"group_2075","","hypothetical protein","17","5","188","392","8.292682926829269","98.74055415617129","7.089361702127659","3.0499396568734693e-05","0.13544782016175078","0.00029877726547574974","3","1","2","1.0","1.0"
"group_2114","","hypothetical protein","103","129","102","268","50.24390243902439","67.50629722921914","2.0978872169022647","3.088015421152198e-05","0.13713876485336912","0.00029877726547574974","33","14","24","0.013530986849218607","0.48685024166479707"
"group_1412","","hypothetical protein","103","129","102","268","50.24390243902439","67.50629722921914","2.0978872169022647","3.088015421152198e-05","0.13713876485336912","0.00029877726547574974","33","14","24","0.013530986849218607","0.48685024166479707"
"infB_1",";infB_1","hypothetical protein;Translation initiation factor IF-2","103","129","102","268","50.24390243902439","67.50629722921914","2.0978872169022647","3.088015421152198e-05","0.13713876485336912","0.00029877726547574974","33","14","24","0.013530986849218607","0.48685024166479707"
"group_1197","","IS30 family transposase ISSau5","103","129","102","268","50.24390243902439","67.50629722921914","2.0978872169022647","3.088015421152198e-05","0.13713876485336912","0.00029877726547574974","34","15","24","0.024306510109454393","0.6075913612730801"
"group_1166","","hypothetical protein","103","129","102","268","50.24390243902439","67.50629722921914","2.0978872169022647","3.088015421152198e-05","0.13713876485336912","0.00029877726547574974","33","14","24","0.013530986849218607","0.48685024166479707"
"clpP_2~~~clpP_3","clpP_2;clpP_3","ATP-dependent Clp protease proteolytic subunit","103","129","102","268","50.24390243902439","67.50629722921914","2.0978872169022647","3.088015421152198e-05","0.13713876485336912","0.00029877726547574974","25","14","19","0.01463329792022705","0.6900379657745361"
"group_1010","","hypothetical protein","103","129","102","268","50.24390243902439","67.50629722921914","2.0978872169022647","3.088015421152198e-05","0.13713876485336912","0.00029877726547574974","33","14","24","0.013530986849218607","0.48685024166479707"
"group_777","","hypothetical protein","103","129","102","268","50.24390243902439","67.50629722921914","2.0978872169022647","3.088015421152198e-05","0.13713876485336912","0.00029877726547574974","33","14","24","0.013530986849218607","0.48685024166479707"
"group_701","","hypothetical protein;putative autolysin LDP","103","129","102","268","50.24390243902439","67.50629722921914","2.0978872169022647","3.088015421152198e-05","0.13713876485336912","0.00029877726547574974","33","14","24","0.013530986849218607","0.48685024166479707"
"splE_3~~~splE_2~~~splE_1~~~splE_4~~~splD","splE_3;splE_2;splE_1;splE_4;splD","Serine protease SplE;Serine protease SplD","166","257","39","140","80.97560975609757","35.26448362720403","2.318667065748778","3.214528088680564e-05","0.14275719241830384","0.0003103417226484866","18","12","11","0.237884521484375","0.480682373046875"
"group_1608","","hypothetical protein","46","38","159","359","22.439024390243905","90.42821158690177","2.7332009268454156","3.2921404765733225e-05","0.14620395856462126","0.0003164587847719075","14","7","9","0.4239501953125","1.0"
"group_989","","hypothetical protein","46","38","159","359","22.439024390243905","90.42821158690177","2.7332009268454156","3.2921404765733225e-05","0.14620395856462126","0.0003164587847719075","14","7","9","0.4239501953125","1.0"
"ssl7_1~~~ssl7_4~~~ssl7_3",";ssl7_1;ssl7_4;ssl7_3","Staphylococcal superantigen-like 10;Staphylococcal superantigen-like 7","57","180","148","217","27.80487804878049","54.65994962216625","0.4643018018018018","3.3040666923300625e-05","0.14673360180637807","0.00031691922636366754","7","6","5","0.125","0.453125"
"group_1602","","hypothetical protein","58","182","147","215","28.292682926829265","54.15617128463476","0.4660985273230171","3.43678215198491e-05","0.15262749536964987","0.0003282311728379567","26","10","19","0.028959274291992188","0.32693958282470703"
"group_1348","","hypothetical protein","58","182","147","215","28.292682926829265","54.15617128463476","0.4660985273230171","3.43678215198491e-05","0.15262749536964987","0.0003282311728379567","26","10","19","0.028959274291992188","0.32693958282470703"
