"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_1714","","hypothetical protein","3","136","92","372","3.1578947368421053","73.22834645669292","0.08919437340153452","1.8017733786577857e-08","8.005279121376542e-05","2.7415339456768977e-07","15","3","12","0.03515625","0.03515625"
"group_1566","","hypothetical protein","53","130","42","378","55.78947368421052","74.40944881889764","3.669230769230769","2.0137151298543024e-08","8.946936321942666e-05","3.05356188462207e-07","9","4","8","0.0390625","1.0"
"group_1584","","hypothetical protein","9","189","86","319","9.473684210526317","62.79527559055118","0.17663344407530454","2.0221542239935403e-08","8.9844312172033e-05","3.0559289854432995e-07","15","6","11","0.11846923828124999","0.6072387695312499"
"repE","repE","Replication initiation protein","5","155","90","353","5.263157894736842","69.48818897637796","0.12652329749103944","2.0720676282602392e-08","9.206196472360242e-05","3.0997294519731453e-07","6","3","5","0.21875","1.0"
"repN","repN","Replication initiation protein","5","155","90","353","5.263157894736842","69.48818897637796","0.12652329749103944","2.0720676282602392e-08","9.206196472360242e-05","3.0997294519731453e-07","6","3","5","0.21875","1.0"
"group_435","","hypothetical protein","5","155","90","353","5.263157894736842","69.48818897637796","0.12652329749103944","2.0720676282602392e-08","9.206196472360242e-05","3.0997294519731453e-07","6","3","5","0.21875","1.0"
"group_1581","","hypothetical protein","0","97","95","411","0.0","80.90551181102363","0.0","2.094480845049003e-08","9.30577839455272e-05","3.112300466405592e-07","5","0","5","0.0625","0.0625"
"group_988","","hypothetical protein","0","97","95","411","0.0","80.90551181102363","0.0","2.094480845049003e-08","9.30577839455272e-05","3.112300466405592e-07","5","0","5","0.0625","0.0625"
"lpl2_3~~~lpl2_2~~~lpl2_4~~~lpl2_1","lpl2_3;lpl2_2;lpl2_4;lpl2_1","putative lipoprotein","70","216","25","292","73.68421052631578","57.48031496062992","3.785185185185185","2.3009544108727266e-08","0.00010223140447507524","3.4077134825025077e-07","12","5","7","0.7744140625","0.7744140625"
"group_678","","hypothetical protein","57","150","38","358","60.0","70.47244094488188","3.58","3.061084234913141e-08","0.00013600397255719083","4.5184044038933833e-07","15","7","12","0.03515625","1.0"
"group_484","","hypothetical protein","61","169","34","339","64.21052631578948","66.73228346456693","3.5988513748694744","3.285263656932892e-08","0.00014596426427752838","4.833253784024118e-07","8","6","6","0.2890625","0.2890625"
"alsS_2~~~alsS_1~~~alsS","alsS_2;alsS_1;alsS","Acetolactate synthase","35","342","60","166","36.84210526315789","32.677165354330704","0.2831384015594542","3.470081363425131e-08","0.00015417571497697855","5.076505849224559e-07","5","2","4","0.375","1.0"
"group_1706","","putative lipoprotein;putative protein","61","170","34","338","64.21052631578948","66.53543307086615","3.567128027681661","3.473458875003974e-08","0.00015432577781642658","5.076505849224559e-07","11","7","5","0.548828125","1.0"
"group_2150","","hypothetical protein","66","197","29","311","69.47368421052632","61.22047244094488","3.592858393138456","3.8016906990769494e-08","0.00016890911775998887","5.538003860983241e-07","18","8","12","0.237884521484375","0.8145294189453125"
"prmC_1~~~prmC_2",";prmC_1;prmC_2","hypothetical protein;Release factor glutamine methyltransferase;putative type I restriction enzymeP M protein","41","370","54","138","43.15789473684211","27.165354330708663","0.2831831831831832","3.8520446347124657e-08","0.00017114634312027485","5.593017749028589e-07","13","11","5","0.0224609375","0.5810546875"
"group_462","","hypothetical protein","14","221","81","287","14.736842105263156","56.496062992125985","0.22445673426065582","4.0081699213718365e-08","0.00017808298960655068","5.800748847118915e-07","19","8","15","0.0192108154296875","0.6476058959960938"
"group_1833","","hypothetical protein","14","220","81","288","14.736842105263156","56.69291338582677","0.22626262626262628","4.2473029886056846e-08","0.00018870767178375057","6.087344251088728e-07","19","8","15","0.0192108154296875","0.6476058959960938"
"group_1206","","hypothetical protein","14","220","81","288","14.736842105263156","56.69291338582677","0.22626262626262628","4.2473029886056846e-08","0.00018870767178375057","6.087344251088728e-07","19","8","15","0.0192108154296875","0.6476058959960938"
"group_244","","hypothetical protein","14","220","81","288","14.736842105263156","56.69291338582677","0.22626262626262628","4.2473029886056846e-08","0.00018870767178375057","6.087344251088728e-07","20","9","15","0.04138946533203125","0.8238029479980469"
"tarL_2","tarL_2","Teichoic acid ribitol-phosphate polymerase TarL","9","0","86","508","9.473684210526317","100.0","inf","4.2952948294161093e-08","0.00019083994927095773","6.136332773985779e-07","2","2","0","0.5","0.5"
"group_665","","hypothetical protein","70","218","25","290","73.68421052631578","57.08661417322835","3.7247706422018347","4.376478564877604e-08","0.00019444694263751194","6.232273802484357e-07","19","10","13","0.1670684814453125","1.0"
"group_2358","","hypothetical protein","2","121","93","387","2.1052631578947367","76.18110236220473","0.06878165822447348","4.462614135153505e-08","0.00019827394602487023","6.334630863414384e-07","9","1","8","0.0390625","0.0390625"
"group_1822","","hypothetical protein","2","119","93","389","2.1052631578947367","76.5748031496063","0.07029908737688624","4.4876673389280504e-08","0.00019938705986857327","6.349906365241187e-07","8","1","7","0.0703125","0.0703125"
"group_2188","","hypothetical protein","22","271","73","237","23.157894736842106","46.653543307086615","0.26355962189758886","4.707717673581518e-08","0.00020916389623722685","6.577481013749272e-07","7","5","5","0.453125","0.453125"
"group_883","","hypothetical protein","22","271","73","237","23.157894736842106","46.653543307086615","0.26355962189758886","4.707717673581518e-08","0.00020916389623722685","6.577481013749272e-07","7","5","5","0.453125","0.453125"
"group_450","","hypothetical protein","22","271","73","237","23.157894736842106","46.653543307086615","0.26355962189758886","4.707717673581518e-08","0.00020916389623722685","6.577481013749272e-07","7","5","5","0.453125","0.453125"
"dapH_1","dapH_1","2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase","22","271","73","237","23.157894736842106","46.653543307086615","0.26355962189758886","4.707717673581518e-08","0.00020916389623722685","6.577481013749272e-07","7","5","5","0.453125","0.453125"
"group_1078","","hypothetical protein","3","130","92","378","3.1578947368421053","74.40944881889764","0.09481605351170569","5.6389975874419355e-08","0.0002505406628100452","7.853939273042169e-07","11","3","8","0.2265625","0.2265625"
"group_561","","hypothetical protein","59","163","36","345","62.10526315789474","67.91338582677166","3.4688139059304706","5.673513306000177e-08","0.0002520741961855879","7.877318630799621e-07","18","8","11","0.480682373046875","0.8145294189453125"
"group_1477","","hypothetical protein","3","129","92","379","3.1578947368421053","74.60629921259843","0.09580384226491405","5.71516821795574e-08","0.0002539249239237735","7.885867202601662e-07","3","2","2","1.0","1.0"
"group_981","","hypothetical protein","3","129","92","379","3.1578947368421053","74.60629921259843","0.09580384226491405","5.71516821795574e-08","0.0002539249239237735","7.885867202601662e-07","3","2","2","1.0","1.0"
"alsS","alsS","Acetolactate synthase","60","167","35","341","63.1578947368421","67.1259842519685","3.500427715996578","6.042007988915955e-08","0.0002684464149475359","8.311034518499564e-07","6","4","3","0.6875","1.0"
"group_1496","","hypothetical protein","0","90","95","418","0.0","82.28346456692913","0.0","6.644974887093741e-08","0.0002952362342335749","9.112229451653547e-07","8","0","8","0.0078125","0.0078125"
"group_2114","","hypothetical protein","14","219","81","289","14.736842105263156","56.889763779527556","0.22808501042899826","7.175473238217325e-08","0.00031880627597399575","9.573762041261135e-07","19","8","15","0.0192108154296875","0.6476058959960938"
"group_1412","","hypothetical protein","14","219","81","289","14.736842105263156","56.889763779527556","0.22808501042899826","7.175473238217325e-08","0.00031880627597399575","9.573762041261135e-07","19","8","15","0.0192108154296875","0.6476058959960938"
