"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_1790","","hypothetical protein","52","33","109","409","32.298136645962735","92.53393665158372","5.912705031971087","3.4937980783887614e-13","1.5522944862281267e-09","1.4925908521424295e-11","15","6","10","0.30175781249999994","0.6072387695312499"
"group_714","","hypothetical protein","44","22","117","420","27.32919254658385","95.02262443438913","7.17948717948718","4.74573020104631e-13","2.1085279283248758e-09","2.0081218364998818e-11","4","2","4","0.125","1.0"
"group_1558","","hypothetical protein","7","131","154","311","4.3478260869565215","70.36199095022624","0.10791117279666898","5.19948328480644e-13","2.3101304234395013e-09","2.1793683239995294e-11","19","7","12","0.359283447265625","0.359283447265625"
"group_250","","IS1182 family transposase ISSau3","43","21","118","421","26.70807453416149","95.24886877828054","7.305488297013721","6.233404737460446e-13","2.769501724853676e-09","2.5883193690221272e-11","4","2","4","0.125","1.0"
"group_1759","","hypothetical protein","45","269","116","173","27.95031055900621","39.14027149321267","0.24948724522497115","6.397532033183167e-13","2.842423482343281e-09","2.6318735947622972e-11","9","9","4","0.00390625","1.0"
"group_1163","","hypothetical protein","7","130","154","312","4.3478260869565215","70.58823529411765","0.10909090909090909","9.307740512046484e-13","4.135429109502253e-09","3.79397166009381e-11","19","7","12","0.359283447265625","0.359283447265625"
"group_1290","","hypothetical protein","41","19","120","423","25.465838509316768","95.70135746606336","7.606578947368421","1.0393701637116733e-12","4.617921637370965e-09","4.19811057942815e-11","11","6","7","0.548828125","1.0"
"group_1030","nudG","CTP pyrophosphohydrolase","49","279","112","163","30.434782608695656","36.87782805429865","0.25560035842293904","1.0539070785607508e-12","4.682509150045416e-09","4.218476711752627e-11","7","6","5","0.125","0.453125"
"group_938","","hypothetical protein","160","351","1","91","99.37888198757764","20.588235294117645","41.48148148148148","1.1689197585603012e-12","5.193510487283419e-09","4.637062935074481e-11","4","4","1","0.125","0.625"
"group_1036","","hypothetical protein","8","133","153","309","4.968944099378882","69.90950226244344","0.12148017101577473","1.7881629854839036e-12","7.944808144504983e-09","7.030803667703525e-11","6","3","5","0.21875","1.0"
"essG_5~~~essG_1~~~essG_3~~~essG_2~~~essG_7~~~essG_9","essG_5;essG_1;essG_3;essG_2;essG_7;essG_9","Type VII secretion system protein EsaG","44","263","117","179","27.32919254658385","40.497737556561084","0.25595528257125216","2.4536415969679127e-12","1.0901529615328436e-08","9.562745276603891e-11","21","17","9","0.007197380065917969","0.6636238098144531"
"group_1859","","hypothetical protein","62","309","99","133","38.50931677018634","30.09049773755656","0.26955640547873555","4.817749746455807e-12","2.140526212350315e-08","1.861327141174187e-10","7","6","4","0.125","1.0"
"group_1586","","hypothetical protein;IS1182 family transposase ISSau3","125","206","36","236","77.63975155279503","53.39366515837104","3.977885652642934","7.410001833908332e-12","3.2922638148054715e-08","2.8381584610391994e-10","25","15","14","0.42435622215270996","0.6900379657745361"
"group_1376","","hypothetical protein","111","165","50","277","68.94409937888199","62.66968325791855","3.726909090909091","7.899761754597838e-12","3.5098641475678195e-08","2.9998838868101024e-10","11","8","5","0.2265625","1.0"
"group_572","","hypothetical protein","104","147","57","295","64.59627329192547","66.7420814479638","3.6615347893543384","9.012306513523954e-12","4.004167783958693e-08","3.393362528778553e-10","9","7","6","0.1796875","0.5078125"
"group_1258","","hypothetical protein","117","184","44","258","72.67080745341616","58.371040723981906","3.72850790513834","1.07122058257372e-11","4.759433048375038e-08","3.999523570063057e-10","9","6","8","0.0390625","0.5078125"
"group_678","","hypothetical protein","91","116","70","326","56.52173913043478","73.7556561085973","3.6534482758620688","1.1540039634070671e-11","5.127239609417599e-08","4.272699674514666e-10","18","10","10","0.8145294189453125","0.8145294189453125"
